140	13
1409	1
141	6
1411	1
1416	1
1419	1
142	12
143	15
14373	1
144	8
1440	1
145	14
1451	1
1459	1
146	11
147	14
1474	1
1476	1
148	8
149	10
15	701
150	6
1507	1
151	12
152	14
1526	1
153	17
154	10
1540	1
1542	1
1543	1
1547	1
155	13
1559	1
156	9
157	11
158	6
1586	1
159	11
16	584
160	8
1600	1
1602	1
161	12
162	7
1625	1
163	7
164	10
1643	1
165	14
166	6
1663	1
167	9
168	9
1686	1
169	8
1695	1
17	593
170	11
171	7
1715	1
172	11
1723	1
173	10
1731	1
1735	1
174	14
175	7
176	9
177	6
178	4
1781	1
1784	1
1785	1
1787	1
179	7
1793	1
1795	1
18	473
180	6
181	9
182	5
183	5
184	8
1843	1
185	9
1850	1
186	7
1860	1
1869	1
187	3
188	8
189	6
1892	1
19	479
190	8
1903	1
1905	1
191	7
1910	1
192	6
1928	1
193	10
194	6
1944	1
195	5
196	12
1960	1
197	3
1974	1
1975	1
198	9
199	8
1990	1
2	21587
20	409
200	8
201	3
2016	1
202	13
2027	1
203	3
204	10
205	5
206	8
2069	1
207	13
208	4
2080	1
209	10
2095	1
21	363
210	2
2109	1
211	8
212	10
2126	1
213	4
214	4
2142	1
215	5
2157	1
216	8
2162	2
217	4
218	7
2186	1
219	8
22	346
220	6
2208	1
221	5
222	6
223	4
2232	1
224	8
225	5
226	6
227	4
228	7
229	8
23	342
230	7
2301	1
231	4
2318	2
232	5
2325	1
233	5
2331	1
234	11
235	6
236	5
237	10
238	3
239	4
24	268
240	4
241	5
2414	1
242	7
243	6
244	7
245	3
2457	1
246	1
247	6
248	3
249	5
25	262
250	3
251	3
252	5
253	5
254	9
255	3
2554	1
256	6
2564	1
257	3
258	5
259	7
2590	1
2598	1
26	259
260	2
261	1
262	7
263	3
2630	1
2636	1
2638	1
264	6
265	8
266	4
267	4
268	6
2684	1
2686	1
269	4
27	229
270	2
2700	1
271	2
272	5
273	5
274	4
2749	1
275	5
276	4
277	4
278	5
279	4
28	226
280	2
281	4
282	7
283	4
28398	1
284	2
285	4
286	3
287	1
288	2
289	4
29	216
290	6
2907	1
291	6
292	1
293	2
294	1
295	4
297	4
298	4
299	1
3	12225
30	189
300	4
301	4
3012	1
302	1
303	6
304	5
305	3
306	6
307	6
308	4
309	5
31	209
310	2
311	1
312	1
313	7
314	1
3144	1
315	1
316	4
317	1
318	4
319	2
32	186
320	2
321	4
322	4
323	3
324	3
325	1
327	2
328	2
329	2
33	157
330	3
331	2
333	4
334	2
336	1
3365	1
337	2
338	3
34	155
340	4
341	4
342	2
343	1
344	4
345	2
346	3
347	1
348	1
3488	1
35	165
350	1
351	1
3515	1
352	1
353	1
354	5
355	2
356	1
3571	1
358	1
36	152
360	1
361	2
363	2
365	1
366	1
367	1
368	2
37	128
370	1
372	1
373	4
374	2
375	1
376	2
377	4
378	5
379	4
38	135
380	2
381	4
383	2
384	2
386	2
388	1
39	108
390	3
391	1
392	1
393	2
394	4
395	5
397	3
398	2
3980	1
4	7762
40	128
400	2
401	1
402	2
403	1
404	2
405	4
406	2
4061	1
407	1
408	4
41	103
410	2
4105	1
411	1
414	2
415	2
417	1
4174	1
418	3
419	4
42	115
420	2
421	1
422	1
423	1
424	1
425	2
426	3
427	1
4278	1
428	1
429	3
43	92
430	5
432	3
433	2
435	1
436	3
437	3
439	2
44	99
440	1
441	1
442	4
443	1
445	3
446	2
447	1
449	1
45	106
450	2
451	4
452	1
454	1
4555	1
456	3
457	3
459	2
46	82
460	1
461	1
462	3
464	1
465	1
466	1
467	2
468	4
469	4
47	108
470	1
471	2
474	1
478	2
48	123
481	1
482	1
484	2
485	2
486	1
487	1
488	1
49	85
491	2
492	1
493	1
495	1
5	5427
50	112
500	2
501	1
502	2
503	3
505	2
506	1
507	1
508	1
51	81
510	1
511	3
512	1
5129	1
514	1
517	1
518	2
519	1
52	87
523	2
524	1
525	2
526	1
53	72
530	1
531	1
532	1
536	1
538	1
54	79
542	2
544	1
546	1
547	1
548	1
549	3
55	75
551	1
553	1
557	1
558	1
559	1
56	66
564	1
565	1
568	1
569	1
57	81
572	1
573	2
577	1
58	76
580	1
581	3
584	1
586	1
587	2
588	2
589	1
59	46
590	3
591	2
592	1
594	1
595	2
5952	1
597	1
598	1
6	4133
60	69
602	1
603	1
604	1
608	2
609	1
61	59
610	1
612	1
613	1
614	1
615	2
616	3
618	1
62	47
627	1
63	48
633	1
634	1
635	1
637	1
639	1
64	50
640	1
642	2
644	3
648	2
649	1
65	45
651	1
652	1
655	1
66	55
662	3
663	4
666	1
667	1
669	4
67	52
671	2
672	3
676	1
68	39
69	41
691	1
693	1
696	2
697	1
699	1
7	3012
70	47
700	1
701	1
702	1
704	1
706	1
707	1
71	40
710	1
716	1
718	2
72	45
720	1
726	2
727	1
73	36
730	2
735	1
737	1
74	45
740	1
741	1
744	1
747	2
75	38
750	2
751	1
753	2
755	2
757	1
758	1
76	38
762	2
767	1
768	1
77	40
772	2
775	1
78	36
780	1
781	1
7849	1
786	1
79	35
790	1
795	1
796	1
8	2324
80	34
802	2
806	1
807	1
808	1
81	44
816	1
82	33
820	1
823	1
825	1
83	29
830	1
833	1
835	1
84	26
840	2
843	1
848	1
85	35
850	2
858	1
86	32
864	1
87	30
874	1
877	1
88	30
882	1
885	1
89	24
896	2
9	1883
90	28
900	1
901	1
902	1
903	1
91	24
92	21
920	1
922	1
925	1
93	30
937	1
94	33
949	1
95	23
950	1
951	2
952	1
953	2
954	1
957	2
96	23
962	1
963	1
968	1
969	1
97	26
972	1
975	1
978	1
98	23
986	2
99	27
990	1
999	1
